Marka,Model,Yil,Km,Vites,Yakit,Fiyat,Tuketim
Ford,Kuga 1.6 EcoBoost Selective,2013,187000,Otomatik Vites,Benzin,143000,6.0
Ford,C-Max 1.6 TDCi Titanium X,2013,58000,Manuel Vites,Dizel,142500,6.0
Ford,C-Max 1.6 Trend,2005,173000,Manuel Vites,Benzin,66500,6.0
Renault,Fluence 1.5 dCi Touch,2014,130000,Otomatik Vites,Dizel,104000,7.0
Ford,Focus 1.6 Comfort,2011,78500,Manuel Vites,Benzin,87500,7.0
Ford,Fiesta 1.25 Trend X,2015,48800,Manuel Vites,Benzin,87000,5.5
Ford,Focus 1.6 TDCi Trend X,2014,163000,Manuel Vites,Dizel,106000,6.0
Ford,Focus 1.6,2006,235000,Manuel Vites,Benzin,46000,6.0
Ford,Focus 1.6 Ti-VCT Style,2015,31000,Otomatik Vites,Benzin,138000,6.0
Ford,Focus 1.6 TDCi Trend X,2012,283000,Manuel Vites,Dizel,80000,6.0
Ford,Focus 1.6 Ghia,2001,233000,Otomatik Vites,Benzin,46750,7.0
Ford,Focus 1.6 TDCi Ghia,2007,307150,Manuel Vites,Dizel,55000,7.0
Ford,Focus 1.6 TDCi Trend X,2014,142000,Manuel Vites,Dizel,119900,6.0
Ford,Focus 1.6 TDCi Trend,2006,200000,Manuel Vites,Dizel,62750,5.5
Ford,Escort 1.6 CLX,1995,182000,Manuel Vites,Benzin,18500,6.0
Ford,Fusion 1.6 TDCi Lux,2006,167,Manuel Vites,Dizel,55000,7.0
Ford,Focus 1.6 TDCi Titanium,2014,71000,Manuel Vites,Dizel,134500,6.0
Ford,Focus 1.6 Trend X,2015,90000,Manuel Vites,Dizel,98750,6.0
Ford,Focus 1.6 Ambiente,2000,190000,Manuel Vites,Benzin,46500,6.0
Ford,Fiesta 1.4 TDCi,2008,205,Manuel Vites,Dizel,48000,7.0
Ford,Focus 1.6 TDCi Trend X,2016,176000,Manuel Vites,Dizel,119900,6.0
Ford,Kuga 1.5 TDCI Titanium,2017,95000,Manuel Vites,Dizel,205000,6.0
Ford,Focus 1.6 TDCi Collection,2010,221000,Manuel Vites,Dizel,58500,6.0
BMW,5 Serisi 520d xDrive Pure,2018,59854,Otomatik Vites,Dizel,594500,7.0
Ford,Focus 1.6 TDCi Trend X,2013,133000,Manuel Vites,Dizel,115000,6.0
Ford,Focus 1.6 SCTi Trend,2015,200000,Manuel Vites,Dizel,115000,5.5
Ford,Fiesta 1.4 TDCi Trend,2008,240000,Manuel Vites,Dizel,46000,7.0
Ford,Diğer Diğer,2015,150,Manuel Vites,Dizel,99999,7.0
Ford,Focus 1.6 Trend,2008,247,Manuel Vites,Dizel,61500,7.0
Ford,C-Max 1.6 TDCİ Ghia,2004,170750,Manuel Vites,Dizel,64000,6.0
Ford,Focus 1.6 TDCi Ghia,2006,196000,Otomatik Vites,Dizel,63000,7.0
Ford,Focus 1.6 TDCi Trend X,2015,123000,Manuel Vites,Dizel,122000,6.0
Ford,Fiesta 1.5 TDCi Titanium,2015,91000,Manuel Vites,Dizel,93000,6.0
Ford,Focus 1.5 TDCi Titanium,2015,178000,Otomatik Vites,Dizel,155000,6.0
Ford,Fiesta 1.5 TDCi Trend X,2015,48800,Manuel Vites,Dizel,84500,6.0
Ford,Focus 1.6 TDCi Trend X,2017,85000,Manuel Vites,Dizel,127500,6.0
Ford,Focus 1.6 TDCi Trend,2009,263500,Manuel Vites,Dizel,65000,6.0
Ford,Focus 1.5 TDCi Trend X,2018,96000,Otomatik Vites,Dizel,159500,6.0
Ford,Fiesta 1.25i Trend,2013,59000,Manuel Vites,Benzin,81000,5.5
Ford,Fiesta 1.5 TDCi Trend,2013,177000,Manuel Vites,Dizel,67500,6.0
Ford,Fiesta 1.4 Collection,2009,200000,Manuel Vites,Benzin,53500,6.0
Ford,Focus 1.6 TDCi Titanium,2015,100500,Manuel Vites,Dizel,142000,6.0
Ford,Focus 1.6 TDCi Trend X,2017,58000,Manuel Vites,Dizel,128000,6.0
Jeep,Cherokee 5.2,2000,249038,Otomatik Vites,Benzin,70750,8.0
Ford,Mondeo 2.0 Ghia Otm.,2003,229000,Otomatik Vites,Benzin,42400,7.0
Ford,Focus 1.6 TDCi Trend X,2015,90200,Manuel Vites,Dizel,127000,6.0
Ford,Focus 1.6 TDCi Trend X,2015,150000,Manuel Vites,Dizel,117509,7.0
Ford,Escort 1.6 CLX,1998,149000,Manuel Vites,Benzin,29750,6.0
Ford,Mondeo 2.0 Ghia Otm.,1997,280002,Otomatik Vites,Benzin,30900,7.0
Ford,Focus 1.6 TDCi Trend,2005,185,Manuel Vites,Dizel,55000,6.0
Ford,Kuga 1.5 TDCI Titanium,2018,49000,Otomatik Vites,Dizel,165000,6.0
Ford,Focus 1.6 TDCi Trend,2007,200000,Manuel Vites,Dizel,75700,6.0
Ford,Focus 1.6 TDCi Trend,2010,187000,Manuel Vites,Dizel,75500,6.0
Ford,Focus 1.6 Collection,2005,708000,Manuel Vites,Benzin,39000,6.0
Ford,Focus 1.5 TDCi Trend X,2018,28000,Otomatik Vites,Dizel,164000,6.0
Ford,Fiesta 1.4 TDCi Trend,2014,222000,Manuel Vites,Dizel,86000,7.0
Ford,Focus 1.6 Ti-VCT Trend X,2016,102000,Manuel Vites,Benzin,118000,6.0
Ford,Focus 1.5 TDCi Trend X,2015,69000,Otomatik Vites,Dizel,141000,6.0
Ford,Focus 1.6 TDCi Ghia,2006,244000,Manuel Vites,Dizel,56000,6.0
Ford,Focus 1.6 Ghia Otm.,2001,226000,Otomatik Vites,Benzin,46500,6.0
Ford,Focus 1.5 TDCi Titanium,2016,108000,Otomatik Vites,Dizel,139750,6.0
Renault,Fluence 1.5 dCi Touch,2014,130000,Otomatik Vites,Dizel,104000,7.0
Ford,Focus 1.5 TDCi Trend X,2015,61000,Otomatik Vites,Dizel,129500,6.0
Ford,Focus 1.6 TDCi Trend X,2016,108500,Manuel Vites,Dizel,121500,6.0
Ford,Focus 1.6 TDCi Trend X,2007,220000,Manuel Vites,Dizel,65500,6.0
Ford,Focus 1.6 TDCi Trend X,2010,223000,Manuel Vites,Dizel,59000,6.0
Ford,Focus 1.6 TDCi Trend X,2013,212000,Manuel Vites,Dizel,93750,6.0
Ford,Mondeo 2.0 Selective,2012,210707,Manuel Vites,Dizel,135000,7.0
Ford,Focus 1.5 TDCi Trend X,2015,142886,Otomatik Vites,Dizel,125900,6.0
Ford,Focus 1.0 EcoBoost GTDi ST Line,2016,78000,Manuel Vites,Dizel,138750,6.0
Ford,Festiva 1.3,1994,232000,Manuel Vites,Benzin,17000,6.0
Ford,Focus 1.6 TDCi Trend X,2017,106000,Manuel Vites,Dizel,115000,6.0
Ford,Focus 1.6 Titanium,2009,242000,Manuel Vites,Benzin,66900,6.0
Ford,Fiesta 1.4 TDCi Comfort,2007,220000,Manuel Vites,Dizel,46500,6.0
Ford,Focus 1.6 Ghia,2003,240,Manuel Vites,Benzin,48500,7.0
Ford,Focus 1.6 TDCi Trend X,2016,97000,Manuel Vites,Dizel,125500,6.0
Ford,Focus 1.6 Trend X,2015,130000,Manuel Vites,Dizel,118900,8.0
Ford,Fiesta 1.4 TDCi Comfort,2005,355000,Manuel Vites,Dizel,33250,6.0
Ford,Fiesta 1.6 TDCi Titanium,2013,87067,Manuel Vites,Dizel,91900,6.0
Ford,Fusion 1.6 Lux,2005,260000,Manuel Vites,Benzin,49999,6.0
Ford,Focus 1.6 TDCi Trend X,2016,76750,Manuel Vites,Dizel,133000,6.0
BMW,5 Serisi 520d xDrive Pure,2018,59854,Otomatik Vites,Dizel,594500,7.0
Ford,Focus 1.6 TDCi Titanium,2012,113000,Manuel Vites,Dizel,115000,6.0
Ford,Focus 1.6 Collection,2010,168000,Manuel Vites,Benzin,70000,6.0
Ford,Focus 1.5 TDCi Trend X,2015,122000,Otomatik Vites,Dizel,132500,6.0
Ford,Focus 1.6 TDCi Trend,2006,227000,Manuel Vites,Dizel,51000,6.0
Ford,Fiesta 1.5 TDCi Trend X,2014,90000,Manuel Vites,Dizel,88500,6.0
Ford,Focus 1.6 Collection,2011,132700,Manuel Vites,Dizel,86000,5.5
Ford,Focus 1.6 TDCi Titanium X,2011,226000,Manuel Vites,Dizel,68750,6.0
Ford,Focus 1.6 TDCi Trend X,2011,230,Manuel Vites,Dizel,73000,7.0
Ford,Focus 1.6 TDCi Titanium,2013,200,Manuel Vites,Dizel,98500,7.0
Ford,Focus 1.6 SCTi Trend,2011,225000,Manuel Vites,Dizel,67750,6.0
Ford,Fiesta 1.4 TDCi Trend,2011,132000,Manuel Vites,Dizel,66500,6.0
Ford,Focus 1.6 TDCi Trend,2006,230000,Manuel Vites,Dizel,60000,7.0
Ford,Focus 1.6 TDCi Trend,2006,305000,Manuel Vites,Dizel,49500,7.0
Ford,Mondeo 1.6 Selective,2011,118000,Manuel Vites,Benzin,101000,7.0
Ford,Focus 1.6 Ti-VCT Trend X,2013,70000,Manuel Vites,Benzin,111890,7.0
Ford,Focus 1.6 TDCi Trend,2006,300000,Manuel Vites,Dizel,62000,6.0
Ford,Focus 1.6 TDCi Trend X,2017,84000,Manuel Vites,Dizel,137000,6.0
Ford,Focus 1.6 TDCi Trend X,2017,65000,Manuel Vites,Dizel,139000,7.0
Ford,Focus 1.5 TDCi Trend X,2017,108000,Otomatik Vites,Dizel,131500,6.0
BMW,7 Serisi 740d xDrive Exclusive,2012,128707,Otomatik Vites,Dizel,597500,8.0
Ford,Focus 1.6 TDCi Trend X,2017,94000,Manuel Vites,Dizel,136000,6.0
Ford,Mondeo 2.0 TDCi Trend,2008,290000,Otomatik Vites,Dizel,62500,7.0
Ford,Fiesta 1.4 Titanium,2009,170000,Manuel Vites,Dizel,55000,6.0
Ford,Mondeo 2.0 TDCi Titanium,2009,300000,Otomatik Vites,Dizel,64950,7.0
Ford,Fiesta 1.25 My Fiesta,2012,151000,Manuel Vites,Benzin,61500,5.5
Ford,C-Max 1.6 TDCi Titanium X,2011,287000,Manuel Vites,Dizel,80000,7.0
Ford,Fiesta 1.4 Titanium X,2011,188000,Manuel Vites,Benzin,69950,6.0
Ford,Fiesta 1.4 Titanium X,2011,49750,Manuel Vites,Benzin,87000,6.0
Ford,Kuga 1.5 TDCI Titanium,2018,43300,Otomatik Vites,Dizel,220000,6.0
Ford,Diğer Diğer,2016,10,Manuel Vites,Dizel,200000,7.0
Ford,C-Max 1.5 TDCi Trend,2018,42000,Otomatik Vites,Dizel,178500,6.0
Ford,Focus 1.6 TDCi Trend X,2016,90000,Manuel Vites,Dizel,124750,6.0
Ford,Fiesta 1.5 TDCi Trend,2015,113000,Manuel Vites,Dizel,80000,7.0
Ford,Ranger 2.5 TDCi STD,2006,360000,Manuel Vites,Dizel,44000,8.0
Ford,Focus 1.6 Ghia Otm.,2002,291000,Otomatik Vites,Benzin,46900,6.0
Ford,Escort 1.6 CLX,1996,140000,Manuel Vites,Benzin,26000,7.0
Ford,Focus 1.6 TDCi Collection,2006,206000,Manuel Vites,Dizel,61500,7.0
Ford,Focus 1.6 TDCi Trend X,2017,52000,Manuel Vites,Dizel,138900,6.0
Mercedes,A Serisi A 180 CDI BlueEfficiency Style,2014,182000,Otomatik Vites,Dizel,199500,6.0
Ford,Fiesta 1.0 GDi Titanium,2017,10500,Otomatik Vites,Benzin,120000,5.5
Ford,Fiesta 1.4 TDCi Titanium X,2011,153000,Manuel Vites,Dizel,70000,5.5
Ford,Mondeo 2.0 Ghia,2001,365000,Manuel Vites,Benzin,38500,7.0
Ford,Fiesta 1.4 TDCi Trend,2012,162000,Manuel Vites,Dizel,61250,7.0
Ford,Focus 1.6 TDCi Trend X,2011,244000,Manuel Vites,Dizel,71000,6.0
Ford,Focus 1.6 TDCi Titanium X,2011,252000,Manuel Vites,Dizel,84000,6.0
Ford,Focus 1.5 TDCi Trend X,2018,55000,Manuel Vites,Dizel,125500,6.0
Ford,Focus 1.5 TDCi Trend X,2015,117000,Otomatik Vites,Dizel,100000,6.0
Ford,Fiesta 1.4 Titanium X,2014,114000,Manuel Vites,Benzin,122500,6.0
Ford,Escort 1.6 CLX,1994,173,Manuel Vites,Benzin,22750,6.0
Ford,Focus 1.6 TDCi Collection,2011,202000,Manuel Vites,Dizel,81500,6.0
Ford,Mondeo 2.0 TDCi Titanium,2013,150000,Otomatik Vites,Dizel,129900,7.0
Ford,Focus 1.6 Collection,2011,80000,Manuel Vites,Dizel,92500,6.0
Ford,Focus 1.6 TDCi Titanium,2012,102000,Manuel Vites,Dizel,117000,6.0
Ford,Focus 1.6 TDCi Trend X,2015,183900,Manuel Vites,Dizel,106000,6.0
Ford,Focus 1.5 TDCi Titanium,2017,57000,Otomatik Vites,Dizel,135750,6.0
Ford,Focus 1.6 TDCi Trend X,2016,134000,Manuel Vites,Dizel,122000,6.0
Ford,Focus 1.5 TDCi Titanium,2017,101000,Otomatik Vites,Dizel,154900,6.0
Ford,Focus 1.6 TDCi Trend X,2016,148000,Manuel Vites,Dizel,108900,6.0
Mercedes,Vito 110 D,2000,250000,Manuel Vites,Dizel,49500,7.0
Ford,Focus 1.6 Ti-VCT Trend X,2014,65400,Manuel Vites,Benzin,96900,6.0
Ford,Mondeo 2.0 TDCi Trend,2010,209000,Otomatik Vites,Dizel,64900,7.0
Ford,Fiesta 1.4 Titanium,2011,188000,Manuel Vites,Benzin,52000,6.0
Ford,Focus 1.6 Collection,2011,140000,Manuel Vites,Benzin,85350,6.0
Ford,Focus 1.6 TDCi Trend X,2017,96000,Manuel Vites,Dizel,124900,6.0
Ford,Focus 1.6 Ti-VCT Trend X,2013,168000,Manuel Vites,Benzin,80000,6.0
Ford,Focus 1.6 Comfort,2011,150000,Manuel Vites,Benzin,84500,6.0
Ford,Fiesta 1.5 TDCi Titanium,2013,136000,Manuel Vites,Dizel,83500,6.0
Ford,Escort 1.6 CLX,1997,96000,Manuel Vites,Benzin,21500,6.0
Ford,Focus 1.6 TDCi Trend X,2015,106,Manuel Vites,Dizel,135000,7.0
Ford,Focus 1.6 TDCi Trend,2012,164000,Manuel Vites,Dizel,97000,6.0
Ford,Fiesta 1.4 Titanium X,2012,101000,Manuel Vites,Benzin,85000,6.0
Ford,Escort 1.8 CLX,1997,87000,Manuel Vites,Benzin,22900,7.0
Ford,Focus 1.5 TDCi Trend X,2016,80387,Otomatik Vites,Dizel,136250,6.0
Ford,Focus 1.6 Ti-VCT Style,2012,98000,Otomatik Vites,Benzin,108500,6.0
Ford,Focus 1.5 TDCi Trend X,2015,135000,Otomatik Vites,Dizel,114000,6.0
Ford,Focus 1.6 TDCi Trend X,2011,202000,Manuel Vites,Dizel,62500,6.0
Ford,Mondeo 1.6 TDCi Style,2015,76000,Manuel Vites,Dizel,141500,6.0
Ford,Ranger 2.2 TDCi XLT,2017,52000,Otomatik Vites,Dizel,219900,8.0
Hyundai,I20 1.2 Team,2011,220000,Manuel Vites,Benzin,49500,5.5
Ford,Ranger 2.2 TDCi XLT,2018,35000,Otomatik Vites,Dizel,249900,8.0
Ford,Focus 1.0 EcoBoost GTDi Trend X,2012,95000,Manuel Vites,Benzin,89500,5.5
Ford,Focus 1.6 TDCi Titanium,2011,178000,Manuel Vites,Dizel,76000,6.0
Ford,Focus 1.5 TDCi Style,2015,149000,Otomatik Vites,Dizel,123000,6.0
Ford,Focus 1.6 Ti-VCT Trend X,2012,59900,Otomatik Vites,Benzin,103000,6.0
Ford,Focus 1.6 Ti-VCT Trend X,2012,59900,Otomatik Vites,Benzin,103000,6.0
Ford,Mondeo 1.6 Ghia,2003,220000,Otomatik Vites,Benzin,42250,7.0
Ford,Focus 1.6 Comfort,2003,188200,Manuel Vites,Benzin,55000,6.0
Ford,Focus 1.6 Titanium,2009,109000,Manuel Vites,Benzin,95000,6.0
Ford,Escort 1.6 CLX,1999,100,Manuel Vites,Benzin,21000,6.0
Ford,Focus 1.6 Comfort,2003,188200,Manuel Vites,Benzin,55000,6.0
Ford,Focus 1.8 TDCi Comfort,2004,163000,Manuel Vites,Dizel,58000,7.0
Ford,Focus 1.6 TDCi Ghia,2008,227000,Manuel Vites,Dizel,60250,7.0
Ford,Focus 1.6 TDCi Trend X,2011,200000,Manuel Vites,Dizel,62500,5.5
Ford,Fiesta 1.5 TDCi Titanium X,2014,143000,Manuel Vites,Dizel,94500,6.0
Ford,Focus 1.6 TDCi Trend X,2013,315000,Manuel Vites,Dizel,81000,7.0
Ford,Focus 1.6 TDCi Trend X,2015,184000,Manuel Vites,Dizel,105000,6.0
Jaguar,XF 2.0 D Prestige Plus,2017,26100,Otomatik Vites,Dizel,634500,4.5
Ford,Focus 1.6 TDCi Titanium,2015,152000,Manuel Vites,Dizel,132000,6.0
Ford,Focus 1.6 TDCi Titanium X,2012,242000,Manuel Vites,Dizel,95750,6.0
Ford,Focus 1.5 TDCi Style,2016,104000,Otomatik Vites,Dizel,134000,6.0
Ford,Fiesta 1.4 TDCi Comfort,2008,225000,Manuel Vites,Dizel,39500,6.0
Ford,Mondeo 2.0 TDCi Trend,2006,202000,Manuel Vites,Dizel,51000,7.0
Ford,Mondeo 1.6 Trend,2009,264900,Manuel Vites,Benzin,65500,7.0
Ford,Fiesta 1.25 Flair,1998,94700,Manuel Vites,Benzin,23250,5.5
Ford,Fiesta 1.4 TDCi Comfort,2006,247000,Manuel Vites,Dizel,39750,6.0
Ford,Kuga 2.0 TDCi Titanium,2012,220000,Otomatik Vites,Dizel,130000,7.0
Ford,Focus 1.5 TDCi Trend X,2017,90000,Otomatik Vites,Dizel,100500,6.0
Ford,Focus 1.5 TDCi Style,2018,10408,Manuel Vites,Dizel,164750,6.0
Ford,Mondeo 2.0 TDCi Titanium,2009,256238,Otomatik Vites,Dizel,78500,7.0
Ford,Mondeo 1.6 Selective,2010,113500,Manuel Vites,Benzin,96000,6.0
Ford,Focus 1.6 Ghia,2006,247000,Otomatik Vites,Benzin,65000,6.0
Ford,Focus 1.6 TDCi Titanium,2011,269000,Manuel Vites,Dizel,65000,6.0
Ford,Escort 1.6 CLX,1999,75000,Manuel Vites,Benzin,19500,6.0
Ford,Focus 1.5 TDCi Style,2018,50000,Otomatik Vites,Dizel,165000,6.0
Ford,Fiesta 2.0 ST,2007,103000,Manuel Vites,Benzin,85000,7.0
Ford,Focus 1.6 TDCi Trend X,2015,104000,Manuel Vites,Dizel,114000,6.0
Hyundai,I20 1.2 Team,2011,220000,Manuel Vites,Benzin,49500,5.5
Ford,Focus 1.5 TDCi Trend X,2016,170,Otomatik Vites,Dizel,127000,6.0
Ford,Focus 1.5 TDCi Trend X,2016,170,Otomatik Vites,Dizel,125000,6.0
Ford,Fiesta 1.4 TDCi Trend,2009,135000,Manuel Vites,Dizel,60000,6.0
Ford,Mondeo 2.0 Selective,2011,148000,Otomatik Vites,Benzin,125000,7.0
Ford,Focus 1.6 Trend,2009,153000,Manuel Vites,Benzin,71500,6.0
Ford,Mondeo 2.0 Ghia,2000,285000,Manuel Vites,Benzin,26999,7.0
Ford,Focus 1.6 TDCi Trend X,2016,133000,Manuel Vites,Dizel,122000,7.0
Ford,Focus 1.6 TDCi Collection,2011,145500,Manuel Vites,Dizel,63900,6.0
Ford,Focus 1.5 TDCi Style,2018,37000,Manuel Vites,Dizel,145000,6.0
Ford,Focus 1.6 Ti-VCT Style,2011,162000,Manuel Vites,Benzin,79500,6.0
Ford,Kuga 1.5 TDCI Titanium,2019,20000,Otomatik Vites,Dizel,235000,6.0
Ford,Mondeo 2.0 TDCi Titanium,2011,207271,Otomatik Vites,Dizel,103500,7.0
Ford,Focus 1.5 TDCi Trend X,2016,147000,Otomatik Vites,Dizel,119650,6.0
Ford,Focus 1.6 Ti-VCT Trend X,2016,34000,Manuel Vites,Benzin,117500,6.0
Ford,Focus 1.6 Ti-VCT Trend X,2014,6700,Manuel Vites,Benzin,115750,7.0
Ford,Focus 1.6 TDCi Trend X,2017,100000,Manuel Vites,Dizel,114000,7.0
Ford,C-Max 1.6 Ghia,2004,250000,Manuel Vites,Dizel,63000,6.0
Ford,Focus 1.6 TDCi Style,2013,165000,Manuel Vites,Dizel,99000,7.0
Ford,Mondeo 2.0 Ghia X,1998,267000,Manuel Vites,Benzin,25500,7.0
BMW,5 Serisi 520d xDrive Pure,2018,59854,Otomatik Vites,Dizel,594500,7.0
Ford,Focus 1.6 TDCi Style,2015,47000,Manuel Vites,Dizel,96000,6.0
Ford,Focus 1.6 TDCi,2012,120000,Manuel Vites,Dizel,100000,6.0
Ford,Focus 1.6 TDCi Trend X,2017,60000,Manuel Vites,Dizel,133750,6.0
Ford,Focus 1.6 TDCi Sport,2007,190000,Manuel Vites,Dizel,62500,6.0
Ford,Focus 1.6,1999,217500,Manuel Vites,Benzin,33750,6.0
Ford,Galaxy 2.0 Trend,1996,395000,Manuel Vites,Benzin,41250,7.0
Ford,Focus 1.6 TDCi Style,2013,165000,Manuel Vites,Dizel,99000,6.0
Ford,Kuga 1.5 TDCI Titanium,2018,62000,Otomatik Vites,Dizel,217000,8.0
Ford,Focus 1.5 TDCi Trend X,2015,128807,Otomatik Vites,Dizel,122000,6.0
Ford,Focus 1.5 TDCi Trend X,2015,86920,Otomatik Vites,Dizel,125000,6.0
Ford,Focus 1.6 TDCi Trend X,2016,112059,Manuel Vites,Dizel,107750,6.0
Ford,Focus 1.5 TDCi Trend X,2015,112049,Otomatik Vites,Dizel,124000,6.0
Ford,Focus 1.6 TDCi Trend,2007,265000,Otomatik Vites,Dizel,59000,6.0
Ford,Ranger 2.2 TDCi XLT,2016,56259,Otomatik Vites,Dizel,247500,8.0
Ford,Kuga 1.5 TDCI Titanium,2018,52000,Otomatik Vites,Dizel,205750,6.0
Ford,Mondeo 2.0 Ghia,1997,390000,Manuel Vites,Benzin,28250,7.0
Ford,Focus 1.5 TDCi Trend X,2016,147000,Otomatik Vites,Dizel,138500,6.0
Ford,Focus 1.6 Ti-VCT Titanium,2014,171000,Manuel Vites,Benzin,99900,5.5
Ford,Fiesta 1.6 Trend X,2015,68000,Otomatik Vites,Benzin,108500,6.0
Dacia,Dokker 1.5 dCi Ambiance,2015,178535,Manuel Vites,Dizel,63750,6.0
Ford,Focus 1.6 TDCi Trend X,2014,193500,Manuel Vites,Dizel,103000,6.0
Ford,Focus 1.5 TDCi Titanium,2017,57000,Otomatik Vites,Dizel,135750,7.0
Ford,Fiesta 1.4,2012,106000,Otomatik Vites,Benzin,90000,6.0
Ford,Focus 1.6 TDCi Trend X,2014,143000,Manuel Vites,Dizel,109000,7.0
Ford,Focus 1.6 Ghia Otm.,2002,227000,Otomatik Vites,Benzin,49600,7.0
Ford,Mondeo 1.6 TDCi Titanium,2017,55000,Manuel Vites,Dizel,178500,6.0
Ford,Mondeo 1.6 TDCi Titanium,2013,219000,Manuel Vites,Dizel,93500,6.0
Ford,Focus 1.5 TDCi Trend X,2016,133000,Otomatik Vites,Dizel,119500,6.0
Ford,Ranger 2.2 TDCi XLT,2016,57000,Otomatik Vites,Dizel,182000,8.0
Ford,Focus 1.6 Ti-VCT Titanium,2016,92000,Otomatik Vites,Benzin,132500,6.0
Ford,Focus 1.6 Comfort,2011,195000,Manuel Vites,Benzin,64500,6.0
Ford,Focus 1.5 TDCi Titanium,2017,190000,Otomatik Vites,Dizel,134950,6.0
Ford,Focus 1.6 Ghia,2001,260000,Manuel Vites,Benzin,36500,6.0
Ford,Focus 1.5 TDCi Style,2015,125000,Otomatik Vites,Dizel,123000,6.0
Ford,Fusion 1.4 TDCi Urbanite,2008,180000,Manuel Vites,Dizel,59500,6.0
Ford,Fiesta 1.6 Trend,2013,109000,Otomatik Vites,Benzin,77900,6.0
Ford,Focus 1.5 TDCi Titanium,2017,70000,Otomatik Vites,Dizel,156750,6.0
Ford,Focus 1.5 TDCi Trend X,2018,53000,Manuel Vites,Dizel,137500,6.0
Ford,Focus 1.5 TDCi Titanium,2018,24000,Manuel Vites,Dizel,142500,6.0
Hyundai,I20 1.2 Team,2011,220000,Manuel Vites,Benzin,49500,5.5
Ford,Focus 1.6 TDCi Trend X,2013,195000,Manuel Vites,Dizel,79500,6.0
Ford,Focus 1.6 TDCi Trend X,2013,206000,Manuel Vites,Dizel,84500,6.0
Ford,Focus 1.6 TDCi Trend X,2010,260000,Manuel Vites,Dizel,54750,6.0
Ford,Focus 1.6 TDCi Trend,2005,273000,Manuel Vites,Dizel,45000,6.0
Ford,Fiesta 1.4 TDCi Comfort,2006,260000,Manuel Vites,Dizel,34500,6.0
Ford,Focus 1.6 TDCi Trend,2006,240000,Manuel Vites,Dizel,49250,6.0
Ford,Fiesta Diğer,2012,165000,Manuel Vites,Dizel,65000,6.0
Ford,Focus 1.6 TDCi Titanium,2016,133424,Manuel Vites,Dizel,136000,6.0
Ford,Focus 1.5 TDCi Trend X,2018,96000,Otomatik Vites,Dizel,141500,6.0
Ford,Focus 1.6 TDCi Trend,2005,260000,Manuel Vites,Dizel,45500,6.0
Ford,C-Max Diğer,2007,275000,Manuel Vites,Dizel,50000,6.0
Ford,Fiesta 1.4 TDCi Trend,2012,207000,Manuel Vites,Dizel,54750,6.0
Ford,Fiesta 1.4 TDCi Comfort,2005,209000,Manuel Vites,Dizel,42500,6.0
Ford,Mustang 4.6 GT,1996,10300,Otomatik Vites,Benzin,81000,8.0
Ford,Fiesta 1.4 TDCi Comfort,2006,184500,Otomatik Vites,Dizel,44750,6.0
Ford,Fiesta 1.5 TDCi Trend X,2016,136000,Manuel Vites,Dizel,85900,6.0
Ford,Focus 1.5 TDCi Trend X,2017,95000,Otomatik Vites,Dizel,141000,6.0
Ford,Focus 1.6 Ghia,2004,107000,Manuel Vites,Benzin,58900,6.0
Ford,Focus 1.6 TDCi Ghia,2007,213000,Otomatik Vites,Dizel,65900,6.0
Volkswagen,Polo 1.4 TDI Comfortline,2017,142000,Otomatik Vites,Dizel,123500,6.0
Ford,Focus 1.5 TDCi Trend X,2015,66000,Otomatik Vites,Dizel,129900,6.0
Ford,Focus 1.5 TDCi Trend X,2015,29000,Otomatik Vites,Dizel,136900,6.0
Ford,C-Max Diğer,2004,265000,Manuel Vites,Dizel,43900,6.0
Ford,Escort 1.8 CLX,1997,117000,Manuel Vites,Dizel,34500,5.5
Ford,Focus 1.6 TDCi Trend X,2014,130000,Manuel Vites,Dizel,113500,6.0
Ford,Escort 1.6 CLX,1999,180000,Manuel Vites,Benzin,23750,6.0
Ford,Focus 1.6 TDCi Trend X,2013,160000,Manuel Vites,Dizel,65000,6.0
Ford,Focus 1.6 TDCi Collection,2011,205000,Manuel Vites,Dizel,66750,6.0
Ford,Focus 1.5 TDCi Trend X,2019,10,Otomatik Vites,Dizel,212500,6.0
Ford,Focus 1.5 TDCi Trend X,2016,94000,Otomatik Vites,Dizel,127900,6.0
Ford,Fiesta Diğer,2016,83000,Manuel Vites,Dizel,100000,6.0
Ford,Fiesta 1.6 Trend X,2016,53000,Otomatik Vites,Benzin,98500,6.0
Ford,Ranger 2.2 TDCi XLT,2017,19000,Otomatik Vites,Dizel,229950,8.0
Ford,Ranger 3.2 TDCi Wild Trak,2017,14900,Otomatik Vites,Dizel,279950,8.0
Ford,Focus 1.6 TDCi Trend X,2017,40000,Manuel Vites,Dizel,135000,6.0
Ford,Fiesta 1.4 TDCi Trend,2012,203000,Manuel Vites,Dizel,59750,6.0
Ford,Focus 1.5 TDCi Trend X,2016,107000,Otomatik Vites,Dizel,118750,6.0
Ford,Focus 1.6 Trend,2009,88000,Manuel Vites,Benzin,76500,6.0
Ford,Fiesta 1.0 GTDi Titanium,2016,31500,Otomatik Vites,Benzin,109750,5.5
BMW,7 Serisi 740d xDrive Exclusive,2012,128707,Otomatik Vites,Dizel,597500,8.0
Ford,Focus 1.5 TDCi Trend X,2015,170000,Otomatik Vites,Dizel,122000,6.0
